Name1 Surname1 7,78 4,41 3,01 6,43 8,23 3,6
Name2413 Surname2413 2,24 6,5 4,49 6,12 6,03 2,87
Name2414 Surname2414 2,24 6,5 4,49 6,12 6,03 2,87
Name2415 Surname2415 2,24 6,5 4,49 6,12 6,03 2,87
Name2416 Surname2416 2,24 6,5 4,49 6,12 6,03 2,87
Name2417 Surname2417 2,24 6,5 4,49 6,12 6,03 2,87
Name2418 Surname2418 2,24 6,5 4,49 6,12 6,03 2,87
Name2419 Surname2419 2,24 6,5 4,49 6,12 6,03 2,87
Name2420 Surname2420 2,24 6,5 4,49 6,12 6,03 2,87
Name2421 Surname2421 2,24 6,5 4,49 6,12 6,03 2,87
Name2422 Surname2422 2,24 6,5 4,49 6,12 6,03 2,87
Name2423 Surname2423 2,24 6,5 4,49 6,12 6,03 2,87
Name2424 Surname2424 2,24 6,5 4,49 6,12 6,03 2,87
Name2425 Surname2425 2,24 6,5 4,49 6,12 6,03 2,87
Name2426 Surname2426 2,24 6,5 4,49 6,12 6,03 2,87
Name2427 Surname2427 2,24 6,5 4,49 6,12 6,03 2,87
Name2428 Surname2428 2,24 6,5 4,49 6,12 6,03 2,87
Name2429 Surname2429 2,24 6,5 4,49 6,12 6,03 2,87
Name2430 Surname2430 2,24 6,5 4,49 6,12 6,03 2,87
Name2431 Surname2431 2,24 6,5 4,49 6,12 6,03 2,87
Name2432 Surname2432 2,24 6,5 4,49 6,12 6,03 2,87
Name2433 Surname2433 2,24 6,5 4,49 6,12 6,03 2,87
Name2434 Surname2434 2,24 6,5 4,49 6,12 6,03 2,87
Name2435 Surname2435 2,24 6,5 4,49 6,12 6,03 2,87
Name2436 Surname2436 2,24 6,5 4,49 6,12 6,03 2,87
Name2437 Surname2437 2,24 6,5 4,49 6,12 6,03 2,87
Name2438 Surname2438 2,24 6,5 4,49 6,12 6,03 2,87
Name2439 Surname2439 2,24 6,5 4,49 6,12 6,03 2,87
Name2440 Surname2440 2,24 6,5 4,49 6,12 6,03 2,87
Name2441 Surname2441 2,24 6,5 4,49 6,12 6,03 2,87
Name2442 Surname2442 2,24 6,5 4,49 6,12 6,03 2,87
Name2443 Surname2443 2,24 6,5 4,49 6,12 6,03 2,87
Name2444 Surname2444 2,24 6,5 4,49 6,12 6,03 2,87
Name2445 Surname2445 2,24 6,5 4,49 6,12 6,03 2,87
Name2446 Surname2446 2,24 6,5 4,49 6,12 6,03 2,87
Name2447 Surname2447 2,24 6,5 4,49 6,12 6,03 2,87
Name2448 Surname2448 2,24 6,5 4,49 6,12 6,03 2,87
Name2449 Surname2449 2,24 6,5 4,49 6,12 6,03 2,87
Name2450 Surname2450 2,24 6,5 4,49 6,12 6,03 2,87
Name2451 Surname2451 2,24 6,5 4,49 6,12 6,03 2,87
Name2452 Surname2452 2,24 6,5 4,49 6,12 6,03 2,87
Name2453 Surname2453 2,24 6,5 4,49 6,12 6,03 2,87
Name2454 Surname2454 2,24 6,5 4,49 6,12 6,03 2,87
Name2455 Surname2455 2,24 6,5 4,49 6,12 6,03 2,87
Name2456 Surname2456 2,24 6,5 4,49 6,12 6,03 2,87
Name2457 Surname2457 2,24 6,5 4,49 6,12 6,03 2,87
Name2458 Surname2458 2,24 6,5 4,49 6,12 6,03 2,87
Name2459 Surname2459 2,24 6,5 4,49 6,12 6,03 2,87
Name2460 Surname2460 2,24 6,5 4,49 6,12 6,03 2,87
Name2461 Surname2461 2,24 6,5 4,49 6,12 6,03 2,87
Name2462 Surname2462 2,24 6,5 4,49 6,12 6,03 2,87
Name2463 Surname2463 2,24 6,5 4,49 6,12 6,03 2,87
Name2464 Surname2464 2,24 6,5 4,49 6,12 6,03 2,87
Name2465 Surname2465 2,24 6,5 4,49 6,12 6,03 2,87
Name2466 Surname2466 2,24 6,5 4,49 6,12 6,03 2,87
Name2467 Surname2467 2,24 6,5 4,49 6,12 6,03 2,87
Name2468 Surname2468 2,24 6,5 4,49 6,12 6,03 2,87
Name2469 Surname2469 2,24 6,5 4,49 6,12 6,03 2,87
Name2470 Surname2470 2,24 6,5 4,49 6,12 6,03 2,87
Name2471 Surname2471 2,24 6,5 4,49 6,12 6,03 2,87
Name2472 Surname2472 2,24 6,5 4,49 6,12 6,03 2,87
Name2473 Surname2473 2,24 6,5 4,49 6,12 6,03 2,87
Name2474 Surname2474 2,24 6,5 4,49 6,12 6,03 2,87
Name2475 Surname2475 2,24 6,5 4,49 6,12 6,03 2,87
Name2476 Surname2476 2,24 6,5 4,49 6,12 6,03 2,87
Name2477 Surname2477 2,24 6,5 4,49 6,12 6,03 2,87
Name2478 Surname2478 2,24 6,5 4,49 6,12 6,03 2,87
Name2479 Surname2479 2,24 6,5 4,49 6,12 6,03 2,87
Name2480 Surname2480 2,24 6,5 4,49 6,12 6,03 2,87
Name2481 Surname2481 2,24 6,5 4,49 6,12 6,03 2,87
Name2482 Surname2482 2,24 6,5 4,49 6,12 6,03 2,87
Name2483 Surname2483 2,24 6,5 4,49 6,12 6,03 2,87
Name2484 Surname2484 2,24 6,5 4,49 6,12 6,03 2,87
Name2485 Surname2485 2,24 6,5 4,49 6,12 6,03 2,87
Name2486 Surname2486 2,24 6,5 4,49 6,12 6,03 2,87
Name2487 Surname2487 2,24 6,5 4,49 6,12 6,03 2,87
Name2488 Surname2488 2,24 6,5 4,49 6,12 6,03 2,87
Name2489 Surname2489 2,24 6,5 4,49 6,12 6,03 2,87
Name2490 Surname2490 2,24 6,5 4,49 6,12 6,03 2,87
Name2491 Surname2491 2,24 6,5 4,49 6,12 6,03 2,87
Name2492 Surname2492 2,24 6,5 4,49 6,12 6,03 2,87
Name2493 Surname2493 2,24 6,5 4,49 6,12 6,03 2,87
Name2494 Surname2494 2,24 6,5 4,49 6,12 6,03 2,87
Name2495 Surname2495 2,24 6,5 4,49 6,12 6,03 2,87
Name2496 Surname2496 2,24 6,5 4,49 6,12 6,03 2,87
Name2497 Surname2497 2,24 6,5 4,49 6,12 6,03 2,87
Name2498 Surname2498 2,24 6,5 4,49 6,12 6,03 2,87
Name2499 Surname2499 2,24 6,5 4,49 6,12 6,03 2,87
Name2500 Surname2500 2,24 6,5 4,49 6,12 6,03 2,87
Name2501 Surname2501 2,24 6,5 4,49 6,12 6,03 2,87
Name2502 Surname2502 2,24 6,5 4,49 6,12 6,03 2,87
Name2503 Surname2503 2,24 6,5 4,49 6,12 6,03 2,87
Name2504 Surname2504 2,24 6,5 4,49 6,12 6,03 2,87
Name2505 Surname2505 2,24 6,5 4,49 6,12 6,03 2,87
Name2506 Surname2506 2,24 6,5 4,49 6,12 6,03 2,87
Name2507 Surname2507 2,24 6,5 4,49 6,12 6,03 2,87
Name2508 Surname2508 2,24 6,5 4,49 6,12 6,03 2,87
Name2509 Surname2509 2,24 6,5 4,49 6,12 6,03 2,87
Name2510 Surname2510 2,24 6,5 4,49 6,12 6,03 2,87
Name2511 Surname2511 2,24 6,5 4,49 6,12 6,03 2,87
Name2512 Surname2512 2,24 6,5 4,49 6,12 6,03 2,87
Name2513 Surname2513 2,24 6,5 4,49 6,12 6,03 2,87
Name2514 Surname2514 2,24 6,5 4,49 6,12 6,03 2,87
Name2515 Surname2515 2,24 6,5 4,49 6,12 6,03 2,87
Name2516 Surname2516 2,24 6,5 4,49 6,12 6,03 2,87
Name2517 Surname2517 2,24 6,5 4,49 6,12 6,03 2,87
Name2518 Surname2518 2,24 6,5 4,49 6,12 6,03 2,87
Name2519 Surname2519 2,24 6,5 4,49 6,12 6,03 2,87
Name2520 Surname2520 2,24 6,5 4,49 6,12 6,03 2,87
Name2521 Surname2521 2,24 6,5 4,49 6,12 6,03 2,87
Name2522 Surname2522 2,24 6,5 4,49 6,12 6,03 2,87
Name2523 Surname2523 2,24 6,5 4,49 6,12 6,03 2,87
Name2524 Surname2524 2,24 6,5 4,49 6,12 6,03 2,87
Name2525 Surname2525 2,24 6,5 4,49 6,12 6,03 2,87
Name2526 Surname2526 2,24 6,5 4,49 6,12 6,03 2,87
Name2527 Surname2527 2,24 6,5 4,49 6,12 6,03 2,87
Name2528 Surname2528 2,24 6,5 4,49 6,12 6,03 2,87
Name2529 Surname2529 2,24 6,5 4,49 6,12 6,03 2,87
Name2530 Surname2530 2,24 6,5 4,49 6,12 6,03 2,87
Name2531 Surname2531 2,24 6,5 4,49 6,12 6,03 2,87
Name2532 Surname2532 2,24 6,5 4,49 6,12 6,03 2,87
Name2533 Surname2533 2,24 6,5 4,49 6,12 6,03 2,87
Name2534 Surname2534 2,24 6,5 4,49 6,12 6,03 2,87
Name2535 Surname2535 2,24 6,5 4,49 6,12 6,03 2,87
Name2536 Surname2536 2,24 6,5 4,49 6,12 6,03 2,87
Name2537 Surname2537 2,24 6,5 4,49 6,12 6,03 2,87
Name2538 Surname2538 2,24 6,5 4,49 6,12 6,03 2,87
Name2539 Surname2539 2,24 6,5 4,49 6,12 6,03 2,87
Name2540 Surname2540 2,24 6,5 4,49 6,12 6,03 2,87
Name2541 Surname2541 2,24 6,5 4,49 6,12 6,03 2,87
Name2542 Surname2542 2,24 6,5 4,49 6,12 6,03 2,87
Name2543 Surname2543 2,24 6,5 4,49 6,12 6,03 2,87
Name2544 Surname2544 2,24 6,5 4,49 6,12 6,03 2,87
Name2545 Surname2545 2,24 6,5 4,49 6,12 6,03 2,87
Name2546 Surname2546 2,24 6,5 4,49 6,12 6,03 2,87
Name2547 Surname2547 2,24 6,5 4,49 6,12 6,03 2,87
Name2548 Surname2548 2,24 6,5 4,49 6,12 6,03 2,87
Name2549 Surname2549 2,24 6,5 4,49 6,12 6,03 2,87
Name2550 Surname2550 2,24 6,5 4,49 6,12 6,03 2,87
Name2551 Surname2551 2,24 6,5 4,49 6,12 6,03 2,87
Name2552 Surname2552 2,24 6,5 4,49 6,12 6,03 2,87
Name2553 Surname2553 2,24 6,5 4,49 6,12 6,03 2,87
Name2554 Surname2554 2,24 6,5 4,49 6,12 6,03 2,87
Name2555 Surname2555 2,24 6,5 4,49 6,12 6,03 2,87
Name2556 Surname2556 2,24 6,5 4,49 6,12 6,03 2,87
Name2557 Surname2557 2,24 6,5 4,49 6,12 6,03 2,87
Name2558 Surname2558 2,24 6,5 4,49 6,12 6,03 2,87
Name2559 Surname2559 2,24 6,5 4,49 6,12 6,03 2,87
Name2560 Surname2560 2,24 6,5 4,49 6,12 6,03 2,87
Name2561 Surname2561 2,24 6,5 4,49 6,12 6,03 2,87
Name2562 Surname2562 2,24 6,5 4,49 6,12 6,03 2,87
Name2563 Surname2563 2,24 6,5 4,49 6,12 6,03 2,87
Name2564 Surname2564 2,24 6,5 4,49 6,12 6,03 2,87
Name2565 Surname2565 2,24 6,5 4,49 6,12 6,03 2,87
Name2566 Surname2566 2,24 6,5 4,49 6,12 6,03 2,87
Name2567 Surname2567 2,24 6,5 4,49 6,12 6,03 2,87
Name2568 Surname2568 2,24 6,5 4,49 6,12 6,03 2,87
Name2569 Surname2569 2,24 6,5 4,49 6,12 6,03 2,87
Name2570 Surname2570 2,24 6,5 4,49 6,12 6,03 2,87
Name2571 Surname2571 2,24 6,5 4,49 6,12 6,03 2,87
Name2572 Surname2572 2,24 6,5 4,49 6,12 6,03 2,87
Name2573 Surname2573 2,24 6,5 4,49 6,12 6,03 2,87
Name2574 Surname2574 2,24 6,5 4,49 6,12 6,03 2,87
Name2575 Surname2575 2,24 6,5 4,49 6,12 6,03 2,87
Name2576 Surname2576 2,24 6,5 4,49 6,12 6,03 2,87
Name2577 Surname2577 2,24 6,5 4,49 6,12 6,03 2,87
Name2578 Surname2578 2,24 6,5 4,49 6,12 6,03 2,87
Name2579 Surname2579 2,24 6,5 4,49 6,12 6,03 2,87
Name2580 Surname2580 2,24 6,5 4,49 6,12 6,03 2,87
Name2581 Surname2581 2,24 6,5 4,49 6,12 6,03 2,87
Name2582 Surname2582 2,24 6,5 4,49 6,12 6,03 2,87
Name2583 Surname2583 2,24 6,5 4,49 6,12 6,03 2,87
Name2584 Surname2584 2,24 6,5 4,49 6,12 6,03 2,87
Name2585 Surname2585 2,24 6,5 4,49 6,12 6,03 2,87
Name2586 Surname2586 2,24 6,5 4,49 6,12 6,03 2,87
Name2587 Surname2587 2,24 6,5 4,49 6,12 6,03 2,87
Name2588 Surname2588 2,24 6,5 4,49 6,12 6,03 2,87
Name2589 Surname2589 2,24 6,5 4,49 6,12 6,03 2,87
Name2590 Surname2590 2,24 6,5 4,49 6,12 6,03 2,87
Name2591 Surname2591 2,24 6,5 4,49 6,12 6,03 2,87
Name2592 Surname2592 2,24 6,5 4,49 6,12 6,03 2,87
Name2593 Surname2593 2,24 6,5 4,49 6,12 6,03 2,87
Name2594 Surname2594 2,24 6,5 4,49 6,12 6,03 2,87
Name2595 Surname2595 2,24 6,5 4,49 6,12 6,03 2,87
Name2596 Surname2596 2,24 6,5 4,49 6,12 6,03 2,87
Name2597 Surname2597 2,24 6,5 4,49 6,12 6,03 2,87
Name2598 Surname2598 2,24 6,5 4,49 6,12 6,03 2,87
Name2599 Surname2599 2,24 6,5 4,49 6,12 6,03 2,87
Name2600 Surname2600 2,24 6,5 4,49 6,12 6,03 2,87
Name2601 Surname2601 2,24 6,5 4,49 6,12 6,03 2,87
Name2602 Surname2602 2,24 6,5 4,49 6,12 6,03 2,87
Name2603 Surname2603 2,24 6,5 4,49 6,12 6,03 2,87
Name2604 Surname2604 2,24 6,5 4,49 6,12 6,03 2,87
Name2605 Surname2605 2,24 6,5 4,49 6,12 6,03 2,87
Name2606 Surname2606 2,24 6,5 4,49 6,12 6,03 2,87
Name2607 Surname2607 2,24 6,5 4,49 6,12 6,03 2,87
Name2608 Surname2608 2,24 6,5 4,49 6,12 6,03 2,87
Name2609 Surname2609 2,24 6,5 4,49 6,12 6,03 2,87
Name2610 Surname2610 2,24 6,5 4,49 6,12 6,03 2,87
Name2611 Surname2611 2,24 6,5 4,49 6,12 6,03 2,87
Name2612 Surname2612 2,24 6,5 4,49 6,12 6,03 2,87
Name2613 Surname2613 2,24 6,5 4,49 6,12 6,03 2,87
Name2614 Surname2614 2,24 6,5 4,49 6,12 6,03 2,87
Name2615 Surname2615 2,24 6,5 4,49 6,12 6,03 2,87
Name2616 Surname2616 2,24 6,5 4,49 6,12 6,03 2,87
Name2617 Surname2617 2,24 6,5 4,49 6,12 6,03 2,87
Name2618 Surname2618 2,24 6,5 4,49 6,12 6,03 2,87
Name2619 Surname2619 2,24 6,5 4,49 6,12 6,03 2,87
Name2620 Surname2620 2,24 6,5 4,49 6,12 6,03 2,87
Name2621 Surname2621 2,24 6,5 4,49 6,12 6,03 2,87
Name2622 Surname2622 2,24 6,5 4,49 6,12 6,03 2,87
Name2623 Surname2623 2,24 6,5 4,49 6,12 6,03 2,87
Name2624 Surname2624 2,24 6,5 4,49 6,12 6,03 2,87
Name2625 Surname2625 2,24 6,5 4,49 6,12 6,03 2,87
Name2626 Surname2626 2,24 6,5 4,49 6,12 6,03 2,87
Name2627 Surname2627 2,24 6,5 4,49 6,12 6,03 2,87
Name2628 Surname2628 2,24 6,5 4,49 6,12 6,03 2,87
Name2629 Surname2629 2,24 6,5 4,49 6,12 6,03 2,87
Name2630 Surname2630 2,24 6,5 4,49 6,12 6,03 2,87
Name2631 Surname2631 2,24 6,5 4,49 6,12 6,03 2,87
Name2632 Surname2632 2,24 6,5 4,49 6,12 6,03 2,87
Name2633 Surname2633 2,24 6,5 4,49 6,12 6,03 2,87
Name2634 Surname2634 2,24 6,5 4,49 6,12 6,03 2,87
Name2635 Surname2635 2,24 6,5 4,49 6,12 6,03 2,87
Name2636 Surname2636 2,24 6,5 4,49 6,12 6,03 2,87
Name2637 Surname2637 2,24 6,5 4,49 6,12 6,03 2,87
Name2638 Surname2638 2,24 6,5 4,49 6,12 6,03 2,87
Name2639 Surname2639 2,24 6,5 4,49 6,12 6,03 2,87
Name2640 Surname2640 2,24 6,5 4,49 6,12 6,03 2,87
Name2641 Surname2641 2,24 6,5 4,49 6,12 6,03 2,87
Name2642 Surname2642 2,24 6,5 4,49 6,12 6,03 2,87
Name2643 Surname2643 2,24 6,5 4,49 6,12 6,03 2,87
Name2644 Surname2644 2,24 6,5 4,49 6,12 6,03 2,87
Name2645 Surname2645 2,24 6,5 4,49 6,12 6,03 2,87
Name2646 Surname2646 2,24 6,5 4,49 6,12 6,03 2,87
Name2647 Surname2647 2,24 6,5 4,49 6,12 6,03 2,87
Name2648 Surname2648 2,24 6,5 4,49 6,12 6,03 2,87
Name2649 Surname2649 2,24 6,5 4,49 6,12 6,03 2,87
Name2650 Surname2650 2,24 6,5 4,49 6,12 6,03 2,87
Name2651 Surname2651 2,24 6,5 4,49 6,12 6,03 2,87
Name2652 Surname2652 2,24 6,5 4,49 6,12 6,03 2,87
Name2653 Surname2653 2,24 6,5 4,49 6,12 6,03 2,87
Name2654 Surname2654 2,24 6,5 4,49 6,12 6,03 2,87
Name2655 Surname2655 2,24 6,5 4,49 6,12 6,03 2,87
Name2656 Surname2656 2,24 6,5 4,49 6,12 6,03 2,87
Name2657 Surname2657 2,24 6,5 4,49 6,12 6,03 2,87
Name2658 Surname2658 2,24 6,5 4,49 6,12 6,03 2,87
Name2659 Surname2659 2,24 6,5 4,49 6,12 6,03 2,87
Name2660 Surname2660 2,24 6,5 4,49 6,12 6,03 2,87
Name2661 Surname2661 2,24 6,5 4,49 6,12 6,03 2,87
Name2662 Surname2662 2,24 6,5 4,49 6,12 6,03 2,87
Name2663 Surname2663 2,24 6,5 4,49 6,12 6,03 2,87
Name2664 Surname2664 2,24 6,5 4,49 6,12 6,03 2,87
Name2665 Surname2665 2,24 6,5 4,49 6,12 6,03 2,87
Name2666 Surname2666 2,24 6,5 4,49 6,12 6,03 2,87
Name2667 Surname2667 2,24 6,5 4,49 6,12 6,03 2,87
Name2668 Surname2668 2,24 6,5 4,49 6,12 6,03 2,87
Name2669 Surname2669 2,24 6,5 4,49 6,12 6,03 2,87
Name2670 Surname2670 2,24 6,5 4,49 6,12 6,03 2,87
Name2671 Surname2671 2,24 6,5 4,49 6,12 6,03 2,87
Name2672 Surname2672 2,24 6,5 4,49 6,12 6,03 2,87
Name2673 Surname2673 2,24 6,5 4,49 6,12 6,03 2,87
Name2674 Surname2674 2,24 6,5 4,49 6,12 6,03 2,87
Name2675 Surname2675 2,24 6,5 4,49 6,12 6,03 2,87
Name2676 Surname2676 2,24 6,5 4,49 6,12 6,03 2,87
Name2677 Surname2677 2,24 6,5 4,49 6,12 6,03 2,87
Name2678 Surname2678 2,24 6,5 4,49 6,12 6,03 2,87
Name2679 Surname2679 2,24 6,5 4,49 6,12 6,03 2,87
Name2680 Surname2680 2,24 6,5 4,49 6,12 6,03 2,87
Name2681 Surname2681 2,24 6,5 4,49 6,12 6,03 2,87
Name2682 Surname2682 2,24 6,5 4,49 6,12 6,03 2,87
Name2683 Surname2683 2,24 6,5 4,49 6,12 6,03 2,87
Name2684 Surname2684 2,24 6,5 4,49 6,12 6,03 2,87
Name2685 Surname2685 2,24 6,5 4,49 6,12 6,03 2,87
Name2686 Surname2686 2,24 6,5 4,49 6,12 6,03 2,87
Name2687 Surname2687 2,24 6,5 4,49 6,12 6,03 2,87
Name2688 Surname2688 2,24 6,5 4,49 6,12 6,03 2,87
Name2689 Surname2689 2,24 6,5 4,49 6,12 6,03 2,87
Name2690 Surname2690 2,24 6,5 4,49 6,12 6,03 2,87
Name2691 Surname2691 2,24 6,5 4,49 6,12 6,03 2,87
Name2692 Surname2692 2,24 6,5 4,49 6,12 6,03 2,87
Name2693 Surname2693 2,24 6,5 4,49 6,12 6,03 2,87
Name2694 Surname2694 2,24 6,5 4,49 6,12 6,03 2,87
Name2695 Surname2695 2,24 6,5 4,49 6,12 6,03 2,87
Name2696 Surname2696 2,24 6,5 4,49 6,12 6,03 2,87
Name2697 Surname2697 2,24 6,5 4,49 6,12 6,03 2,87
Name2698 Surname2698 2,24 6,5 4,49 6,12 6,03 2,87
Name2699 Surname2699 2,24 6,5 4,49 6,12 6,03 2,87
Name2700 Surname2700 2,24 6,5 4,49 6,12 6,03 2,87
Name2701 Surname2701 2,24 6,5 4,49 6,12 6,03 2,87
Name2702 Surname2702 2,24 6,5 4,49 6,12 6,03 2,87
Name2703 Surname2703 2,24 6,5 4,49 6,12 6,03 2,87
Name2704 Surname2704 2,24 6,5 4,49 6,12 6,03 2,87
Name2705 Surname2705 2,24 6,5 4,49 6,12 6,03 2,87
Name2706 Surname2706 2,24 6,5 4,49 6,12 6,03 2,87
Name2707 Surname2707 2,24 6,5 4,49 6,12 6,03 2,87
Name2708 Surname2708 2,24 6,5 4,49 6,12 6,03 2,87
Name2709 Surname2709 2,24 6,5 4,49 6,12 6,03 2,87
Name2710 Surname2710 2,24 6,5 4,49 6,12 6,03 2,87
Name2711 Surname2711 2,24 6,5 4,49 6,12 6,03 2,87
Name2712 Surname2712 2,24 6,5 4,49 6,12 6,03 2,87
Name2713 Surname2713 2,24 6,5 4,49 6,12 6,03 2,87
Name2714 Surname2714 2,24 6,5 4,49 6,12 6,03 2,87
Name2715 Surname2715 2,24 6,5 4,49 6,12 6,03 2,87
Name2716 Surname2716 2,24 6,5 4,49 6,12 6,03 2,87
Name2717 Surname2717 2,24 6,5 4,49 6,12 6,03 2,87
Name2718 Surname2718 2,24 6,5 4,49 6,12 6,03 2,87
Name2719 Surname2719 2,24 6,5 4,49 6,12 6,03 2,87
Name2720 Surname2720 2,24 6,5 4,49 6,12 6,03 2,87
Name2721 Surname2721 2,24 6,5 4,49 6,12 6,03 2,87
Name2722 Surname2722 2,24 6,5 4,49 6,12 6,03 2,87
Name2723 Surname2723 2,24 6,5 4,49 6,12 6,03 2,87
Name2724 Surname2724 2,24 6,5 4,49 6,12 6,03 2,87
Name2725 Surname2725 2,24 6,5 4,49 6,12 6,03 2,87
Name2726 Surname2726 2,24 6,5 4,49 6,12 6,03 2,87
Name2727 Surname2727 2,24 6,5 4,49 6,12 6,03 2,87
Name2728 Surname2728 2,24 6,5 4,49 6,12 6,03 2,87
Name2729 Surname2729 2,24 6,5 4,49 6,12 6,03 2,87
Name2730 Surname2730 2,24 6,5 4,49 6,12 6,03 2,87
Name2731 Surname2731 2,24 6,5 4,49 6,12 6,03 2,87
Name2732 Surname2732 2,24 6,5 4,49 6,12 6,03 2,87
Name2733 Surname2733 2,24 6,5 4,49 6,12 6,03 2,87
Name2734 Surname2734 2,24 6,5 4,49 6,12 6,03 2,87
Name2735 Surname2735 2,24 6,5 4,49 6,12 6,03 2,87
Name2736 Surname2736 2,24 6,5 4,49 6,12 6,03 2,87
Name2737 Surname2737 2,24 6,5 4,49 6,12 6,03 2,87
Name2738 Surname2738 2,24 6,5 4,49 6,12 6,03 2,87
Name2739 Surname2739 2,24 6,5 4,49 6,12 6,03 2,87
Name2740 Surname2740 2,24 6,5 4,49 6,12 6,03 2,87
Name2741 Surname2741 2,24 6,5 4,49 6,12 6,03 2,87
Name2742 Surname2742 2,24 6,5 4,49 6,12 6,03 2,87
Name2743 Surname2743 2,24 6,5 4,49 6,12 6,03 2,87
Name2744 Surname2744 2,24 6,5 4,49 6,12 6,03 2,87
Name2745 Surname2745 2,24 6,5 4,49 6,12 6,03 2,87
Name2746 Surname2746 2,24 6,5 4,49 6,12 6,03 2,87
Name2747 Surname2747 2,24 6,5 4,49 6,12 6,03 2,87
Name2748 Surname2748 2,24 6,5 4,49 6,12 6,03 2,87
Name2749 Surname2749 2,24 6,5 4,49 6,12 6,03 2,87
Name2750 Surname2750 2,24 6,5 4,49 6,12 6,03 2,87
Name2751 Surname2751 2,24 6,5 4,49 6,12 6,03 2,87
Name2752 Surname2752 2,24 6,5 4,49 6,12 6,03 2,87
Name2753 Surname2753 2,24 6,5 4,49 6,12 6,03 2,87
Name2754 Surname2754 2,24 6,5 4,49 6,12 6,03 2,87
Name2755 Surname2755 2,24 6,5 4,49 6,12 6,03 2,87
Name2756 Surname2756 2,24 6,5 4,49 6,12 6,03 2,87
Name2757 Surname2757 2,24 6,5 4,49 6,12 6,03 2,87
Name2758 Surname2758 2,24 6,5 4,49 6,12 6,03 2,87
Name2759 Surname2759 2,24 6,5 4,49 6,12 6,03 2,87
Name2760 Surname2760 2,24 6,5 4,49 6,12 6,03 2,87
Name2761 Surname2761 2,24 6,5 4,49 6,12 6,03 2,87
Name2762 Surname2762 2,24 6,5 4,49 6,12 6,03 2,87
Name2763 Surname2763 2,24 6,5 4,49 6,12 6,03 2,87
Name2764 Surname2764 2,24 6,5 4,49 6,12 6,03 2,87
Name2765 Surname2765 2,24 6,5 4,49 6,12 6,03 2,87
Name2766 Surname2766 2,24 6,5 4,49 6,12 6,03 2,87
Name2767 Surname2767 2,24 6,5 4,49 6,12 6,03 2,87
Name2768 Surname2768 2,24 6,5 4,49 6,12 6,03 2,87
Name2769 Surname2769 2,24 6,5 4,49 6,12 6,03 2,87
Name2770 Surname2770 2,24 6,5 4,49 6,12 6,03 2,87
Name2771 Surname2771 2,24 6,5 4,49 6,12 6,03 2,87
Name2772 Surname2772 2,24 6,5 4,49 6,12 6,03 2,87
Name2773 Surname2773 2,24 6,5 4,49 6,12 6,03 2,87
Name2774 Surname2774 2,24 6,5 4,49 6,12 6,03 2,87
Name2775 Surname2775 2,24 6,5 4,49 6,12 6,03 2,87
Name2776 Surname2776 2,24 6,5 4,49 6,12 6,03 2,87
Name2777 Surname2777 2,24 6,5 4,49 6,12 6,03 2,87
Name2778 Surname2778 2,24 6,5 4,49 6,12 6,03 2,87
Name2779 Surname2779 2,24 6,5 4,49 6,12 6,03 2,87
Name2780 Surname2780 2,24 6,5 4,49 6,12 6,03 2,87
Name2781 Surname2781 2,24 6,5 4,49 6,12 6,03 2,87
Name2782 Surname2782 2,24 6,5 4,49 6,12 6,03 2,87
Name2783 Surname2783 2,24 6,5 4,49 6,12 6,03 2,87
Name2784 Surname2784 2,24 6,5 4,49 6,12 6,03 2,87
Name2785 Surname2785 2,24 6,5 4,49 6,12 6,03 2,87
Name2786 Surname2786 2,24 6,5 4,49 6,12 6,03 2,87
Name2787 Surname2787 2,24 6,5 4,49 6,12 6,03 2,87
Name2788 Surname2788 2,24 6,5 4,49 6,12 6,03 2,87
Name2789 Surname2789 2,24 6,5 4,49 6,12 6,03 2,87
Name2790 Surname2790 2,24 6,5 4,49 6,12 6,03 2,87
Name2791 Surname2791 2,24 6,5 4,49 6,12 6,03 2,87
Name2792 Surname2792 2,24 6,5 4,49 6,12 6,03 2,87
Name2793 Surname2793 2,24 6,5 4,49 6,12 6,03 2,87
Name2794 Surname2794 2,24 6,5 4,49 6,12 6,03 2,87
Name2795 Surname2795 2,24 6,5 4,49 6,12 6,03 2,87
Name2796 Surname2796 2,24 6,5 4,49 6,12 6,03 2,87
Name2797 Surname2797 2,24 6,5 4,49 6,12 6,03 2,87
Name2798 Surname2798 2,24 6,5 4,49 6,12 6,03 2,87
Name2799 Surname2799 2,24 6,5 4,49 6,12 6,03 2,87
Name2800 Surname2800 2,24 6,5 4,49 6,12 6,03 2,87
Name2801 Surname2801 2,24 6,5 4,49 6,12 6,03 2,87
Name2802 Surname2802 2,24 6,5 4,49 6,12 6,03 2,87
Name2803 Surname2803 2,24 6,5 4,49 6,12 6,03 2,87
Name2804 Surname2804 2,24 6,5 4,49 6,12 6,03 2,87
Name2805 Surname2805 2,24 6,5 4,49 6,12 6,03 2,87
Name2806 Surname2806 2,24 6,5 4,49 6,12 6,03 2,87
Name2807 Surname2807 2,24 6,5 4,49 6,12 6,03 2,87
Name2808 Surname2808 2,24 6,5 4,49 6,12 6,03 2,87
Name2809 Surname2809 2,24 6,5 4,49 6,12 6,03 2,87
Name2810 Surname2810 2,24 6,5 4,49 6,12 6,03 2,87
Name2811 Surname2811 2,24 6,5 4,49 6,12 6,03 2,87
